,NDC,Storage_Condition,Reason,Status,created_date,GUID,execution_time,prompt_id,error_msg,response_status_code,batch_id,img_loc,ProprietaryName,DocID,SetID,S3Key,NDC11
11,00591-5695-50,Room Temperature,Temperature found within range,success,11/16/2023 18:50:46,ac526ed4-9e56-4a8b-8a99-9469277ffc63,7.313530921936035,prompt 1,,,11162023,SPL Files/2019/09/11/a5fc4d50-50b2-46e0-b722-4c6b2ec47d06/image-4.jpg,Minocycline Hydrochloride,5d892333-6f78-4190-9bce-93d3a864913b,a5fc4d50-50b2-46e0-b722-4c6b2ec47d06,SPL Files/2019/09/11/a5fc4d50-50b2-46e0-b722-4c6b2ec47d06/5d892333-6f78-4190-9bce-93d3a864913b.xml,591569550
12,00904-6300-61,Room Temperature,Temperature found within range,success,11/16/2023 18:50:46,2b03b0ee-8d92-4bf4-bbd0-deae75a3f805,5.630084991455078,prompt 1,,,11162023,SPL Files/2019/10/22/d5a28e57-7304-4e23-98a3-bae14d8ed25f/image-06.jpg,Carvedilol,c519a97b-5893-4a94-9923-1f867d08bdf1,d5a28e57-7304-4e23-98a3-bae14d8ed25f,SPL Files/2019/10/22/d5a28e57-7304-4e23-98a3-bae14d8ed25f/c519a97b-5893-4a94-9923-1f867d08bdf1.xml,904630061
13,00904-6301-61,Room Temperature,Temperature found within range,success,11/16/2023 18:50:46,dd37572c-d204-416e-a82b-18b5104bebbf,5.707488059997559,prompt 1,,,11162023,SPL Files/2019/10/22/d5a28e57-7304-4e23-98a3-bae14d8ed25f/image-07.jpg,Carvedilol,c519a97b-5893-4a94-9923-1f867d08bdf1,d5a28e57-7304-4e23-98a3-bae14d8ed25f,SPL Files/2019/10/22/d5a28e57-7304-4e23-98a3-bae14d8ed25f/c519a97b-5893-4a94-9923-1f867d08bdf1.xml,904630161
14,00904-6302-61,Room Temperature,Temperature found within range,success,11/16/2023 18:50:46,9fb37e05-acc0-49f8-b448-2c57c56d85fe,5.370824098587036,prompt 1,,,11162023,SPL Files/2019/10/22/d5a28e57-7304-4e23-98a3-bae14d8ed25f/image-08.jpg,Carvedilol,c519a97b-5893-4a94-9923-1f867d08bdf1,d5a28e57-7304-4e23-98a3-bae14d8ed25f,SPL Files/2019/10/22/d5a28e57-7304-4e23-98a3-bae14d8ed25f/c519a97b-5893-4a94-9923-1f867d08bdf1.xml,904630261
15,00904-6303-61,Room Temperature,Temperature found within range,success,11/16/2023 18:50:46,bf1b872a-8e47-40d3-8153-5b3e13fecc59,5.582497835159302,prompt 1,,,11162023,SPL Files/2019/10/22/d5a28e57-7304-4e23-98a3-bae14d8ed25f/image-09.jpg,Carvedilol,c519a97b-5893-4a94-9923-1f867d08bdf1,d5a28e57-7304-4e23-98a3-bae14d8ed25f,SPL Files/2019/10/22/d5a28e57-7304-4e23-98a3-bae14d8ed25f/c519a97b-5893-4a94-9923-1f867d08bdf1.xml,904630361
0,42806-0159-01,Room Temperature,Temperature found within range,success,11/16/2023 18:50:46,c8f01ceb-ca4d-44db-bb91-761e035f2a85,8.105948209762573,prompt 1,,,11162023,SPL Files/2019/04/23/82b015dc-999c-46a4-bcaa-a4c81a193b68/hydroxyzine-hcl-10mg-100s.jpg,Hydroxyzine Hydrochloride,73d3e189-a838-4ffe-8c38-89268562cc1f,82b015dc-999c-46a4-bcaa-a4c81a193b68,SPL Files/2019/04/23/82b015dc-999c-46a4-bcaa-a4c81a193b68/73d3e189-a838-4ffe-8c38-89268562cc1f.xml,42806015901
1,42806-0160-01,Room Temperature,Temperature found within range,success,11/16/2023 18:50:46,2857b3ae-a435-442a-b718-5a83c58e897b,7.018293857574463,prompt 1,,,11162023,SPL Files/2019/04/23/82b015dc-999c-46a4-bcaa-a4c81a193b68/hydroxyzine-hcl-25mg-100s.jpg,Hydroxyzine Hydrochloride,73d3e189-a838-4ffe-8c38-89268562cc1f,82b015dc-999c-46a4-bcaa-a4c81a193b68,SPL Files/2019/04/23/82b015dc-999c-46a4-bcaa-a4c81a193b68/73d3e189-a838-4ffe-8c38-89268562cc1f.xml,42806016001
2,42806-0161-01,Room Temperature,Temperature found within range,success,11/16/2023 18:50:46,a839048a-459c-4085-9201-623842033200,6.724191188812256,prompt 1,,,11162023,SPL Files/2019/04/23/82b015dc-999c-46a4-bcaa-a4c81a193b68/hydroxyzine-hcl-50mg-100s.jpg,Hydroxyzine Hydrochloride,73d3e189-a838-4ffe-8c38-89268562cc1f,82b015dc-999c-46a4-bcaa-a4c81a193b68,SPL Files/2019/04/23/82b015dc-999c-46a4-bcaa-a4c81a193b68/73d3e189-a838-4ffe-8c38-89268562cc1f.xml,42806016101
18,59746-0121-06,Room Temperature,Temperature found within range,success,11/16/2023 18:50:46,1ef016ce-1fa2-4932-86bd-2db6d7ba82e1,5.469407081604004,prompt 1,,,11162023,SPL Files/2019/12/23/9350fefc-9c00-182c-c3a9-044d4a40856f/59746-121-06.jpg,MECLIZINE HYDROCHLORIDE,9fbce799-a4af-48b2-95c8-4f5bcb5a5833,9350fefc-9c00-182c-c3a9-044d4a40856f,SPL Files/2019/12/23/9350fefc-9c00-182c-c3a9-044d4a40856f/9fbce799-a4af-48b2-95c8-4f5bcb5a5833.xml,59746012106
19,59746-0122-06,Room Temperature,Temperature found within range,success,11/16/2023 18:50:46,18bc5ab9-3f8d-4f0e-a055-e73b4ddf6c7d,5.3938071727752686,prompt 1,,,11162023,SPL Files/2019/12/23/9350fefc-9c00-182c-c3a9-044d4a40856f/59746-122-06.jpg,MECLIZINE HYDROCHLORIDE,9fbce799-a4af-48b2-95c8-4f5bcb5a5833,9350fefc-9c00-182c-c3a9-044d4a40856f,SPL Files/2019/12/23/9350fefc-9c00-182c-c3a9-044d4a40856f/9fbce799-a4af-48b2-95c8-4f5bcb5a5833.xml,59746012206
20,67544-0251-15,Room Temperature,Temperature found within range,success,11/16/2023 18:50:46,54019db4-6f0d-4ea6-afbc-96255f4d15c3,5.596664190292358,prompt 1,,,11162023,SPL Files/2019/12/27/1d325ea3-fd3f-4cf7-9d07-d5144e7945f5/67544-251.jpg,Cyclobenzaprine Hydrochloride,41c6e9d2-bc3f-492e-b855-0acc742ebdeb,1d325ea3-fd3f-4cf7-9d07-d5144e7945f5,SPL Files/2019/12/27/1d325ea3-fd3f-4cf7-9d07-d5144e7945f5/41c6e9d2-bc3f-492e-b855-0acc742ebdeb.xml,67544025115
