,NDC,Storage_Condition,Reason,Status,created_date,GUID,execution_time,prompt_id,error_msg,response_status_code,batch_id,img_loc,ProprietaryName,DocID,SetID,S3Key,NDC11
107,00169-7708-21,Refrigerate,Temperature found within range,success,11/17/2023 15:26:29,3d6fd974-f5e8-40e6-91d4-a40defb75edd,7.276796579360962,prompt 1,,,11172023,SPL Files/2022/11/17/1058e17c-9261-459c-a3e6-fae38d196c14/image-36.jpg,Norditropin,f29c93fa-6486-465b-88a9-6c2d984d17f9,1058e17c-9261-459c-a3e6-fae38d196c14,SPL Files/2022/11/17/1058e17c-9261-459c-a3e6-fae38d196c14/f29c93fa-6486-465b-88a9-6c2d984d17f9.xml,169770821
172,00338-3551-48,Freeze,"The label clearly states to store the product at or below -20℃ (-4ºF) prior to sale/dispensing, which falls under the 'Freeze' category.",success,11/17/2023 15:26:29,ccbc8b91-b402-4e71-b43c-57e200c923aa,7.534705877304077,prompt 1,,,11172023,SPL Files/2022/12/30/99e523d8-9bde-43cb-8434-497015e5dcbd/image-02.jpg,VANCOMYCIN HYDROCHLORIDE,971abf9b-cc0b-46a3-9969-17fce802c75d,99e523d8-9bde-43cb-8434-497015e5dcbd,SPL Files/2022/12/30/99e523d8-9bde-43cb-8434-497015e5dcbd/971abf9b-cc0b-46a3-9969-17fce802c75d.xml,338355148
174,00338-3552-48,Freeze,Temperature found within range,success,11/17/2023 15:26:29,3d453aa8-aeeb-4f33-b44e-787f0e93ea86,8.741798639297485,prompt 1,,,11172023,SPL Files/2022/12/30/99e523d8-9bde-43cb-8434-497015e5dcbd/image-07.jpg,VANCOMYCIN HYDROCHLORIDE,971abf9b-cc0b-46a3-9969-17fce802c75d,99e523d8-9bde-43cb-8434-497015e5dcbd,SPL Files/2022/12/30/99e523d8-9bde-43cb-8434-497015e5dcbd/971abf9b-cc0b-46a3-9969-17fce802c75d.xml,338355248
176,00338-3580-48,Freeze,Temperature found within range,success,11/17/2023 15:26:29,03d4cf51-d1aa-4a3b-a26d-8426a7d7d479,7.652236700057983,prompt 1,,,11172023,SPL Files/2022/12/30/99e523d8-9bde-43cb-8434-497015e5dcbd/image-12.jpg,VANCOMYCIN HYDROCHLORIDE,971abf9b-cc0b-46a3-9969-17fce802c75d,99e523d8-9bde-43cb-8434-497015e5dcbd,SPL Files/2022/12/30/99e523d8-9bde-43cb-8434-497015e5dcbd/971abf9b-cc0b-46a3-9969-17fce802c75d.xml,338358048
178,00338-3581-01,Freeze,"The label clearly states to store the product at or below -20℃ (-4ºF) prior to sale/dispensing, which falls under the 'Freeze' category.",success,11/17/2023 15:26:29,5789534e-dcfa-4f0d-96cf-e5160612985f,6.993561506271362,prompt 1,,,11172023,SPL Files/2022/12/30/99e523d8-9bde-43cb-8434-497015e5dcbd/image-17.jpg,VANCOMYCIN HYDROCHLORIDE,971abf9b-cc0b-46a3-9969-17fce802c75d,99e523d8-9bde-43cb-8434-497015e5dcbd,SPL Files/2022/12/30/99e523d8-9bde-43cb-8434-497015e5dcbd/971abf9b-cc0b-46a3-9969-17fce802c75d.xml,338358101
180,00338-3582-01,Freeze,Temperature found within range,success,11/17/2023 15:26:29,f36695c5-55be-49cb-acfe-401ae6fe4a89,7.398780345916748,prompt 1,,,11172023,SPL Files/2022/12/30/99e523d8-9bde-43cb-8434-497015e5dcbd/image-22.jpg,VANCOMYCIN HYDROCHLORIDE,971abf9b-cc0b-46a3-9969-17fce802c75d,99e523d8-9bde-43cb-8434-497015e5dcbd,SPL Files/2022/12/30/99e523d8-9bde-43cb-8434-497015e5dcbd/971abf9b-cc0b-46a3-9969-17fce802c75d.xml,338358201
181,00338-3583-01,Freeze,"The label clearly states to store the product at or below -20℃ (-4ºF) prior to sale/dispensing, which falls under the 'Freeze' category.",success,11/17/2023 15:26:29,3e1b2cf4-0d41-4f80-9228-7c1609e966bc,6.53091835975647,prompt 1,,,11172023,SPL Files/2022/12/30/99e523d8-9bde-43cb-8434-497015e5dcbd/image-27.jpg,VANCOMYCIN HYDROCHLORIDE,971abf9b-cc0b-46a3-9969-17fce802c75d,99e523d8-9bde-43cb-8434-497015e5dcbd,SPL Files/2022/12/30/99e523d8-9bde-43cb-8434-497015e5dcbd/971abf9b-cc0b-46a3-9969-17fce802c75d.xml,338358301
170,00378-0088-01,Room Temperature,Temperature found within range,success,11/17/2023 15:26:29,ebe9f929-68d2-49f5-a426-7cbdd454de31,7.272334098815918,prompt 1,,,11172023,SPL Files/2022/12/29/aa5028d6-fd0a-4cf1-b708-c93bb2a7c76a/image-01.jpg,Carbidopa and Levodopa,040cbae3-06af-4478-b9fb-73562828fc3c,aa5028d6-fd0a-4cf1-b708-c93bb2a7c76a,SPL Files/2022/12/29/aa5028d6-fd0a-4cf1-b708-c93bb2a7c76a/040cbae3-06af-4478-b9fb-73562828fc3c.xml,378008801
171,00378-0094-01,Room Temperature,Temperature found within range,success,11/17/2023 15:26:29,d6576468-0de8-4bed-8c19-6710c3c139fc,7.069441080093384,prompt 1,,,11172023,SPL Files/2022/12/29/aa5028d6-fd0a-4cf1-b708-c93bb2a7c76a/image-03.jpg,Carbidopa and Levodopa,040cbae3-06af-4478-b9fb-73562828fc3c,aa5028d6-fd0a-4cf1-b708-c93bb2a7c76a,SPL Files/2022/12/29/aa5028d6-fd0a-4cf1-b708-c93bb2a7c76a/040cbae3-06af-4478-b9fb-73562828fc3c.xml,378009401
0,00536-1118-25,Room Temperature,Temperature found within range,success,11/17/2023 15:26:29,df1fcf40-a603-4474-95a4-a2114bfadcbe,9.205461978912354,prompt 1,,,11172023,SPL Files/2022/01/13/8f1bc075-97ac-4154-8768-0d878104c3ba/rugby-01.jpg,Rugby Arthritis Pain Relieving Topical Analgesic,c221c55e-8bb6-41bf-b31e-a6bb7527811b,8f1bc075-97ac-4154-8768-0d878104c3ba,SPL Files/2022/01/13/8f1bc075-97ac-4154-8768-0d878104c3ba/c221c55e-8bb6-41bf-b31e-a6bb7527811b.xml,536111825
156,00536-1224-97,Room Temperature,Temperature found within range,success,11/17/2023 15:26:29,be64b9cb-4a0a-4d00-a7b6-d27faa23c088,12.48767638206482,prompt 1,,,11172023,SPL Files/2022/12/19/1fee974b-4c29-4965-bd3d-da5e219eb13a/KC DL - Rugby Eye Wash 4fl oz (2021 image update).jpg,Rugby Eye Wash,efe2af77-c6c8-27e3-e053-2a95a90ad1ec,1fee974b-4c29-4965-bd3d-da5e219eb13a,SPL Files/2022/12/19/1fee974b-4c29-4965-bd3d-da5e219eb13a/efe2af77-c6c8-27e3-e053-2a95a90ad1ec.xml,536122497
130,00591-2363-60,Room Temperature,Temperature found within range,success,11/17/2023 15:26:29,52178f78-81af-451d-a725-149566a0a643,8.944785356521606,prompt 1,,,11172023,SPL Files/2022/12/01/415057d5-8ed3-42dd-9637-05145c84a9c2/image-5.jpg,Testosterone,a4201616-9b08-42e3-b0de-bf8354152d3b,415057d5-8ed3-42dd-9637-05145c84a9c2,SPL Files/2022/12/01/415057d5-8ed3-42dd-9637-05145c84a9c2/a4201616-9b08-42e3-b0de-bf8354152d3b.xml,591236360
21,00641-6138-25,Room Temperature,Temperature found within range,success,11/17/2023 15:26:29,2c5edcca-87cf-49a9-b1d0-8b98b9938438,5.828535079956055,prompt 1,,,11172023,SPL Files/2022/04/25/8ad1be7b-a1a4-4a2a-bf9b-d22b350aa6e7/phenytoin-sodium-injection-usp---novaplus-4.jpg,Phenytoin Sodium,564516bf-2b31-428f-84e9-d54256b7ddfa,8ad1be7b-a1a4-4a2a-bf9b-d22b350aa6e7,SPL Files/2022/04/25/8ad1be7b-a1a4-4a2a-bf9b-d22b350aa6e7/564516bf-2b31-428f-84e9-d54256b7ddfa.xml,641613825
22,00641-6139-01,Room Temperature,Temperature found within range,success,11/17/2023 15:26:29,798d52e9-d8eb-44ae-a2cf-0c9623908f0a,5.555187225341797,prompt 1,,,11172023,SPL Files/2022/04/25/8ad1be7b-a1a4-4a2a-bf9b-d22b350aa6e7/phenytoin-sodium-injection-usp---novaplus-5.jpg,Phenytoin Sodium,564516bf-2b31-428f-84e9-d54256b7ddfa,8ad1be7b-a1a4-4a2a-bf9b-d22b350aa6e7,SPL Files/2022/04/25/8ad1be7b-a1a4-4a2a-bf9b-d22b350aa6e7/564516bf-2b31-428f-84e9-d54256b7ddfa.xml,641613901
23,00641-6139-25,Room Temperature,Temperature found within range,success,11/17/2023 15:26:29,385705b0-9cab-4b03-b494-6b43122e2e81,6.208800792694092,prompt 1,,,11172023,SPL Files/2022/04/25/8ad1be7b-a1a4-4a2a-bf9b-d22b350aa6e7/phenytoin-sodium-injection-usp---novaplus-6.jpg,Phenytoin Sodium,564516bf-2b31-428f-84e9-d54256b7ddfa,8ad1be7b-a1a4-4a2a-bf9b-d22b350aa6e7,SPL Files/2022/04/25/8ad1be7b-a1a4-4a2a-bf9b-d22b350aa6e7/564516bf-2b31-428f-84e9-d54256b7ddfa.xml,641613925
55,00641-6175-01,Refrigerate,Temperature found within range,success,11/17/2023 15:26:29,44220888-6e59-47e4-a825-46a3acbfcb4b,7.305079460144043,prompt 1,,,11172023,SPL Files/2022/08/22/9502860d-0261-4d69-a4be-827a5376d356/octreotide-acetate-injection-3.jpg,Octreotide Acetate,bf0946f5-1b95-494a-809c-558a01cd30c2,9502860d-0261-4d69-a4be-827a5376d356,SPL Files/2022/08/22/9502860d-0261-4d69-a4be-827a5376d356/bf0946f5-1b95-494a-809c-558a01cd30c2.xml,641617501
56,00641-6176-01,Refrigerate,Temperature found within range,success,11/17/2023 15:26:29,6cd20173-bbf6-43c4-844c-04fd7b64e7e3,5.757927179336548,prompt 1,,,11172023,SPL Files/2022/08/22/9502860d-0261-4d69-a4be-827a5376d356/octreotide-acetate-injection-4.jpg,Octreotide Acetate,bf0946f5-1b95-494a-809c-558a01cd30c2,9502860d-0261-4d69-a4be-827a5376d356,SPL Files/2022/08/22/9502860d-0261-4d69-a4be-827a5376d356/bf0946f5-1b95-494a-809c-558a01cd30c2.xml,641617601
57,00641-6177-01,Refrigerate,Temperature found within range,success,11/17/2023 15:26:29,7bebaf9e-4549-4e9b-9d23-fb3b890e3d51,6.068787336349487,prompt 1,,,11172023,SPL Files/2022/08/22/9502860d-0261-4d69-a4be-827a5376d356/octreotide-acetate-injection-5.jpg,Octreotide Acetate,bf0946f5-1b95-494a-809c-558a01cd30c2,9502860d-0261-4d69-a4be-827a5376d356,SPL Files/2022/08/22/9502860d-0261-4d69-a4be-827a5376d356/bf0946f5-1b95-494a-809c-558a01cd30c2.xml,641617701
58,00641-6178-01,Refrigerate,Temperature found within range,success,11/17/2023 15:26:29,bd8ab8bd-c6f8-4d06-bc41-0a957cad9dbd,6.887761116027832,prompt 1,,,11172023,SPL Files/2022/08/22/9502860d-0261-4d69-a4be-827a5376d356/octreotide-acetate-injection-6.jpg,Octreotide Acetate,bf0946f5-1b95-494a-809c-558a01cd30c2,9502860d-0261-4d69-a4be-827a5376d356,SPL Files/2022/08/22/9502860d-0261-4d69-a4be-827a5376d356/bf0946f5-1b95-494a-809c-558a01cd30c2.xml,641617801
36,00713-0631-15,Room Temperature,Temperature found within range,success,11/17/2023 15:26:29,1ca2632b-225b-4b32-85a4-54fad0af5652,6.810426712036133,prompt 1,,,11172023,SPL Files/2022/06/16/14c8d082-b301-8f09-a509-950459ae0a28/15g-carton.jpg,Fluticasone Propionate,de485a69-2992-143b-e053-2a95a90a4b89,14c8d082-b301-8f09-a509-950459ae0a28,SPL Files/2022/06/16/14c8d082-b301-8f09-a509-950459ae0a28/de485a69-2992-143b-e053-2a95a90a4b89.xml,713063115
38,00713-0631-31,Room Temperature,Temperature found within range,success,11/17/2023 15:26:29,1873b281-84e3-4082-b52c-7ce49bd44a6a,6.983900547027588,prompt 1,,,11172023,SPL Files/2022/06/16/14c8d082-b301-8f09-a509-950459ae0a28/30g-carton.jpg,Fluticasone Propionate,de485a69-2992-143b-e053-2a95a90a4b89,14c8d082-b301-8f09-a509-950459ae0a28,SPL Files/2022/06/16/14c8d082-b301-8f09-a509-950459ae0a28/de485a69-2992-143b-e053-2a95a90a4b89.xml,713063131
40,00713-0631-60,Room Temperature,Temperature found within range,success,11/17/2023 15:26:29,501c53d8-89c4-4040-be8f-89fa92b8f22c,7.387264013290405,prompt 1,,,11172023,SPL Files/2022/06/16/14c8d082-b301-8f09-a509-950459ae0a28/60g-carton.jpg,Fluticasone Propionate,de485a69-2992-143b-e053-2a95a90a4b89,14c8d082-b301-8f09-a509-950459ae0a28,SPL Files/2022/06/16/14c8d082-b301-8f09-a509-950459ae0a28/de485a69-2992-143b-e053-2a95a90a4b89.xml,713063160
121,00713-0661-15,Room Temperature,Temperature found within range,success,11/17/2023 15:26:29,b1e053e0-b585-4ef8-8cdc-79af7a971382,8.473432302474976,prompt 1,,,11172023,SPL Files/2022/11/23/51e39fd1-2ae7-9ed6-5f24-c4656dd97f0b/carton-15g.jpg,Desonide,ee0cb97f-162c-0dc0-e053-2995a90a8db3,51e39fd1-2ae7-9ed6-5f24-c4656dd97f0b,SPL Files/2022/11/23/51e39fd1-2ae7-9ed6-5f24-c4656dd97f0b/ee0cb97f-162c-0dc0-e053-2995a90a8db3.xml,713066115
122,00713-0661-60,Room Temperature,Temperature found within range,success,11/17/2023 15:26:29,19b43818-6743-464f-a684-3f8279b7493a,8.455270528793335,prompt 1,,,11172023,SPL Files/2022/11/23/51e39fd1-2ae7-9ed6-5f24-c4656dd97f0b/carton-60g.jpg,Desonide,ee0cb97f-162c-0dc0-e053-2995a90a8db3,51e39fd1-2ae7-9ed6-5f24-c4656dd97f0b,SPL Files/2022/11/23/51e39fd1-2ae7-9ed6-5f24-c4656dd97f0b/ee0cb97f-162c-0dc0-e053-2995a90a8db3.xml,713066160
42,00713-0682-15,Room Temperature,Temperature found within range,success,11/17/2023 15:26:29,750fde81-28b7-4be4-b80e-d38f438b4f1f,6.716397523880005,prompt 1,,,11172023,SPL Files/2022/06/16/16474069-510b-0754-9d78-9bc0354f6549/15g-carton.jpg,Gentamicin Sulfate,e16d79d6-98d6-71b4-e053-2a95a90a8440,16474069-510b-0754-9d78-9bc0354f6549,SPL Files/2022/06/16/16474069-510b-0754-9d78-9bc0354f6549/e16d79d6-98d6-71b4-e053-2a95a90a8440.xml,713068215
44,00713-0682-31,Room Temperature,Temperature found within range,success,11/17/2023 15:26:29,c15fbd3b-40ae-492c-846b-b5cf45048dbd,6.989076137542725,prompt 1,,,11172023,SPL Files/2022/06/16/16474069-510b-0754-9d78-9bc0354f6549/30g-carton.jpg,Gentamicin Sulfate,e16d79d6-98d6-71b4-e053-2a95a90a8440,16474069-510b-0754-9d78-9bc0354f6549,SPL Files/2022/06/16/16474069-510b-0754-9d78-9bc0354f6549/e16d79d6-98d6-71b4-e053-2a95a90a8440.xml,713068231
150,00941-0679-06,Room Temperature,Temperature found within range,success,11/17/2023 15:26:29,15ef5e02-2b67-4972-9e8e-0c4cfe8e7edd,6.977304458618164,prompt 1,,,11172023,SPL Files/2022/12/08/d5b85158-b0d6-4855-9d07-8d1b3ad9ab71/image-04.jpg,EXTRANEAL,a2e16144-6969-4917-aa57-cc25269f4c41,d5b85158-b0d6-4855-9d07-8d1b3ad9ab71,SPL Files/2022/12/08/d5b85158-b0d6-4855-9d07-8d1b3ad9ab71/a2e16144-6969-4917-aa57-cc25269f4c41.xml,941067906
163,00955-1746-01,Refrigerate,Temperature found within range,success,11/17/2023 15:26:29,7fbab872-5bf8-41e1-8bf5-75aa7aa13b5d,8.072909116744995,prompt 1,,,11172023,SPL Files/2022/12/21/7912ab7f-efe0-460c-9eb9-7d2c7d37548a/clofarabine-02.jpg,Clofarabine,f03992f1-8617-548c-e053-2a95a90a2e93,7912ab7f-efe0-460c-9eb9-7d2c7d37548a,SPL Files/2022/12/21/7912ab7f-efe0-460c-9eb9-7d2c7d37548a/f03992f1-8617-548c-e053-2a95a90a2e93.xml,955174601
50,13107-0154-30,Room Temperature,Temperature found within range,success,11/17/2023 15:26:29,f6d875c8-8a80-450c-97e6-b7a01c2f714c,7.491421937942505,prompt 1,,,11172023,SPL Files/2022/07/27/e1ea4019-bb66-403c-a3d5-6ae056a59116/paroxetine-fig4.jpg,Paroxetine,06eb2db0-3cf4-45b5-a1e1-c323f55833bf,e1ea4019-bb66-403c-a3d5-6ae056a59116,SPL Files/2022/07/27/e1ea4019-bb66-403c-a3d5-6ae056a59116/06eb2db0-3cf4-45b5-a1e1-c323f55833bf.xml,13107015430
51,13107-0155-30,Room Temperature,Temperature found within range,success,11/17/2023 15:26:29,a3dc605f-2a43-43f8-87b6-73c9effad40b,8.190284729003906,prompt 1,,,11172023,SPL Files/2022/07/27/e1ea4019-bb66-403c-a3d5-6ae056a59116/paroxetine-fig5.jpg,Paroxetine,06eb2db0-3cf4-45b5-a1e1-c323f55833bf,e1ea4019-bb66-403c-a3d5-6ae056a59116,SPL Files/2022/07/27/e1ea4019-bb66-403c-a3d5-6ae056a59116/06eb2db0-3cf4-45b5-a1e1-c323f55833bf.xml,13107015530
